date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:21:34	162362/162362	---M--	200	added ('OK')	image/jpeg	etag:%2253c4100d072748be3bb571dbc89a2000%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-29.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-29.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:34	39450/39450	---M--	200	added ('OK')	image/jpeg	etag:%22d91699da7c216c8adcefe07f24645837%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-31.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-31.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:34	366066/366066	---M--	200	added ('OK')	image/jpeg	etag:%2288b16b7066c9bd5cf7fdc7b3fbacfabe%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-28.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-28.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:35	90171/90171	---M--	200	added ('OK')	image/jpeg	etag:%229b3818d750a84cab27574d2bb901580d%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-31.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-31.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:35	179352/179352	---M--	200	added ('OK')	image/jpeg	etag:%228342a343b8420d57f8f17542f1d4fe91%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-30.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-30.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:35	213410/213410	---M--	200	added ('OK')	image/jpeg	etag:%22215cf8b708e0c7e342ccd0097d01ab30%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-32.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/lg-size/portfolio-style-2-image-32.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:35	226551/226551	---M--	200	added ('OK')	image/jpeg	etag:%22ee8cd3f9bd788978d92df818acd973c8%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-32.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio2/portfolio-style-2-image-32.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery.html)
18:21:36	60643/60643	---M--	200	added ('OK')	image/jpeg	etag:%222755ac7b8d1af7f56302dad460d8481b%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-9.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-9.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:36	76639/76639	---M--	200	added ('OK')	image/jpeg	etag:%2215bc50f0debb21eeb0f9744b060932be%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-10.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-10.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:36	43562/43562	---M--	200	added ('OK')	image/jpeg	etag:%224ca0936f14ae94c3be7094bafe62b87b%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-10.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-10.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:37	255120/255120	---M--	200	added ('OK')	image/jpeg	etag:%2250844d76d357544ff2d1ca34a4545dd0%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-11.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-11.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:37	33156/33156	---M--	200	added ('OK')	image/jpeg	etag:%22a7c87b43ff3b6a67c0875663707046cc%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-11.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-11.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:37	29179/29179	---M--	200	added ('OK')	image/jpeg	etag:%22da3ad7ac151913cd0cdf28f2a34c6a01%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-12.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-12.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:37	144970/144970	---M--	200	added ('OK')	image/jpeg	etag:%22f5fcedb45cc8f1a79893ac94154b818e%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-9.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-9.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:37	29877/29877	---M--	200	added ('OK')	image/jpeg	etag:%227a7e0a122a4d64f690d3ad09caedd8de%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-12.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-12.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:38	87325/87325	---M--	200	added ('OK')	image/jpeg	etag:%221f354dce3bfabc5b4f14e5bac417fd9a%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-13.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-13.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:38	28600/28600	---M--	200	added ('OK')	image/jpeg	etag:%2242d29d6cc9d3a6187eb05e9cf5e95ded%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-13.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-13.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:38	72433/72433	---M--	200	added ('OK')	image/jpeg	etag:%226f14540fe4bb7dfddb00341a73008f64%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-14.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-14.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:38	35310/35310	---M--	200	added ('OK')	image/jpeg	etag:%22fff314c2868f9e2af816e71ca9d0517e%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-14.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-14.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:38	79807/79807	---M--	200	added ('OK')	image/jpeg	etag:%22132abd342fb693511886eabff2b4d8ef%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-15.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-15.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:39	33884/33884	---M--	200	added ('OK')	image/jpeg	etag:%22ca23da3020d6819320d11764563e4f3f%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-15.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-15.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:39	49715/49715	---M--	200	added ('OK')	image/jpeg	etag:%223c11b7d1d2fcfa57c0a7b115aabc1157%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-16.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-16.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:40	30110/30110	---M--	200	added ('OK')	image/jpeg	etag:%22e4bef01972ad513e0963b8c5b785de71%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-17.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-17.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:40	215284/215284	---M--	200	added ('OK')	image/jpeg	etag:%22fd7d9c2b416bcfabfc240d27aed965c4%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-16.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-16.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:40	32737/32737	---M--	200	added ('OK')	image/jpeg	etag:%22bdc058512b2b338820669ca35fa23963%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-17.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-17.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:40	102908/102908	---M--	200	added ('OK')	image/jpeg	etag:%22066390e75fffaec11b9c2510b3c800aa%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-18.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/lg-size/portfolio-image-large-18.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:40	26505/26505	---M--	200	added ('OK')	image/jpeg	etag:%2264879d3680825c61f5c4e59577ee295e%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-18.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/portfolio/portfolio-image-18.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/portfolio-gallery-2.html)
18:21:41	16359/16359	---M--	200	added ('OK')	image/jpeg	etag:%229abd65eb07c369b24fb9cbfb8cf56ed8%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-5.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-5.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:41	17225/17225	---M--	200	added ('OK')	image/jpeg	etag:%22007fc4cb118d36fbb3818e612415452c%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-6.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-6.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:42	15441/15441	---M--	200	added ('OK')	image/jpeg	etag:%228e10f8d1a94b995a4e432d70abae7d4e%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-7.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-7.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:43	15703/15703	---M--	200	added ('OK')	image/jpeg	etag:%228d7a78e3b170b61d8adffde2ece1d703%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-8.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-8.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:43	14028/14028	---M--	200	added ('OK')	image/jpeg	etag:%228d6c442ab8b0dc34202a3a8588bd217c%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-9.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-9.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:44	18346/18346	---M--	200	added ('OK')	image/jpeg	etag:%221728997843c0ec8d2fda9768cd29b158%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-10.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-10.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:45	17572/17572	---M--	200	added ('OK')	image/jpeg	etag:%22ca422b4fbafa3178053ecc07b0b4ce5d%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-11.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-11.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:46	15869/15869	---M--	200	added ('OK')	image/jpeg	etag:%226790dfa523c00c0672310c2474f259af%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-12.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/team-member/team-member-thumb-12.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/speakers.html)
18:21:47	382765/382765	---M--	200	added ('OK')	image/jpeg	etag:%22a3ea17791682fd1fca7176b8c92e63ee%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-1.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog.html)
18:21:47	14384/14384	---M--	200	added ('OK')	image/png	etag:%2295328e235c5c3dd2c69d6d302471f6c5%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-1.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-1.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:47	14119/14119	---M--	200	added ('OK')	image/png	etag:%22744e81f91c147a741e4fc009c93b7410%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-2.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-2.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:47	13836/13836	---M--	200	added ('OK')	image/png	etag:%22371a5446ed0392376269d52929f7fced%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-3.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-3.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:47	332047/332047	---M--	200	added ('OK')	image/jpeg	etag:%22c5f92c17349b20cb17c2eed5891a086f%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-2.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog.html)
18:21:48	12149/12149	---M--	200	added ('OK')	image/png	etag:%2298bb5676cccb2c835ed64a556a1908ca%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-4.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-4.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:48	8330/8330	---M--	200	added ('OK')	image/png	etag:%229bc4b1a95194ada4e24879966e37eca2%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-5.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/widget/widget-most-popular-5.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:49	216642/216642	---M-Z	200	added ('OK')	application/x-javascript	etag:%2235871d31f203d33ae6abc03e5325ceb1%22	https://connect.facebook.net/en_US/sdk.js	G:/Sanket_project/bl/Blazen/connect.facebook.net/en_US/sdk.js	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-rightsidebar.html)
18:21:49	203930/203930	---M--	200	added ('OK')	image/jpeg	etag:%2265a4dd5a6232d1d73194adb1ae2ca260%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-3.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog/pg-blog-item-3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:49	17650/17650	---M--	200	added ('OK')	image/jpeg	etag:%221cfc3669785c4de1fc0aa60e40a1e3fa%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog-author/pg-blog-author-thumb-1.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/pg-blog-author/pg-blog-author-thumb-1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:49	27242/27242	---M--	200	added ('OK')	image/jpeg	etag:%2268716357449c6519c730f1cf8010f0e1%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-1.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:49	46336/46336	---M--	200	added ('OK')	image/jpeg	etag:%228531638e7f3f74a2a808260fff4f912e%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-2.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:49	27269/27269	---M--	200	added ('OK')	image/jpeg	etag:%22a421300ab9a8981f43fea09bbe060e34%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-3.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/popular-post/blog-popular-post-thumb-3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:50	6319/6319	---M--	200	added ('OK')	image/png	etag:%22cb223ba8187b493df0e06cc5fd8fe57c%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-1.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-1.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:50	9115/9115	---M--	200	added ('OK')	image/png	etag:%2275eda49f6b35524aca995a3a876166b3%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-2.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-2.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:50	9298/9298	---M--	200	added ('OK')	image/png	etag:%22af195bd9d6a72c7b2f2191b46d03785b%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-3.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/blog/commenter/commenter-image-3.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/blog-details.html)
18:21:51	1269/1269	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2002%20Jun%202018%2005:04:42%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/js/ajax-mail.js	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/js/ajax-mail.js	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/contact-us.html)
18:21:51	21943/21943	---M--	200	added ('OK')	image/png	etag:%2232191fb29676a70c12f9a2bc988593d2%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/icons/404.png	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/icons/404.png	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/404.html)
18:21:52	1006/1006	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:56%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/fakeloader.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/fakeloader.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:53	38722/38722	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:56%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/font-awesome.min.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/font-awesome.min.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:53	3775/3775	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:58%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/slick.min.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/slick.min.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:53	4478/4478	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:57%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/meanmenu.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/meanmenu.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:53	20473/20473	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:57%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/lightgallery.min.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/lightgallery.min.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:53	4421/4421	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:58%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/nice-select.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/nice-select.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:54	10389/10389	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:58%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/pe-icon-7-stroke.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/pe-icon-7-stroke.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:54	4012/4012	---MCZ	200	added ('OK')	text/css	date:Sat,%2002%20Jun%202018%2005:04:58%20GMT	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/odometer-theme-default.css	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins/odometer-theme-default.css	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/css/plugins.css)
18:21:54	54322/54322	---M--	200	added ('OK')	image/jpeg	etag:%22189977ec8b00fe3a44d64587b0f3bb98%22	https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/bg/bg-image-1.jpg	G:/Sanket_project/bl/Blazen/d29u17ylf1ylz9.cloudfront.net/blazen-v1/images/bg/bg-image-1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/blazen-v1/style.css)
